formula,problem,target_noise,predicted_tree,predicted_tree_prefix,refinement_type,time,relabed_predicted_tree,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,input_dimension,num_evals
n_0*exp(-m*g*x/(kb*T)),feynman_I_40_1,0,(-0.005488233580727084 add (-0.0011678016209701707 mul ((-4.258861636758452 add (-9.016986300662309 mul arctan(((0.015749830098924934 add (0.005245955517614555 mul (-2.5919920804481578 add (0.8641962927640849 mul x_0)))) mul ((((0.2882702731067691 mul (-2.604383937855907 add (0.866563075188078 mul x_5))) mul (49.993306343770136 add (-9.958935244168476 mul (-2.604383937855907 add (0.866563075188078 mul x_5))))) add (-11.73444060141954 add (1.3970748179146952 mul exp((2.9957401507602954 add (-0.4820660181617765 mul (-2.596471997997546 add (0.8652049889684649 mul x_2)))))))) add ((7.365559399117358 add (29.069731001052347 mul exp((-0.46870529906323793 mul (-2.596968526517832 add (0.8660380290873808 mul x_1)))))) add (((18.543448659554574 mul inv((4.268111241747025 add (-2.5977731433849534 add (0.8653460690874806 mul x_4))))) mul (12.75992352241644 add (-0.21695332644348217 mul (-2.602754172426907 add (0.8674992950759628 mul x_3))))) add (-12.03444060147716 add (90.09348673866852 mul inv((-0.9892049300375241 add (-0.16077942253164598 mul (-2.602754172426907 add (0.8674992950759628 mul x_3)))))))))))))))**3)),"add,-0.005488233580727084,mul,-0.0011678016209701707,pow3,add,-4.258861636758452,mul,-9.016986300662309,arctan,mul,add,0.015749830098924934,mul,0.005245955517614555,add,-2.5919920804481578,mul,0.8641962927640849,x_0,add,add,mul,mul,0.2882702731067691,add,-2.604383937855907,mul,0.866563075188078,x_5,add,49.993306343770136,mul,-9.958935244168476,add,-2.604383937855907,mul,0.866563075188078,x_5,add,-11.73444060141954,mul,1.3970748179146952,exp,add,2.9957401507602954,mul,-0.4820660181617765,add,-2.596471997997546,mul,0.8652049889684649,x_2,add,add,7.365559399117358,mul,29.069731001052347,exp,mul,-0.46870529906323793,add,-2.596968526517832,mul,0.8660380290873808,x_1,add,mul,mul,18.543448659554574,inv,add,4.268111241747025,add,-2.5977731433849534,mul,0.8653460690874806,x_4,add,12.75992352241644,mul,-0.21695332644348217,add,-2.602754172426907,mul,0.8674992950759628,x_3,add,-12.03444060147716,mul,90.09348673866852,inv,add,-0.9892049300375241,mul,-0.16077942253164598,add,-2.602754172426907,mul,0.8674992950759628,x_3",BFGS,594.3341935,(-0.005488233580727084 add (-0.0011678016209701707 mul ((-4.258861636758452 add (-9.016986300662309 mul arctan(((0.015749830098924934 add (0.005245955517614555 mul (-2.5919920804481578 add (0.8641962927640849 mul x_0)))) mul ((((0.2882702731067691 mul (-2.604383937855907 add (0.866563075188078 mul x_5))) mul (49.993306343770136 add (-9.958935244168476 mul (-2.604383937855907 add (0.866563075188078 mul x_5))))) add (-11.73444060141954 add (1.3970748179146952 mul exp((2.9957401507602954 add (-0.4820660181617765 mul (-2.596471997997546 add (0.8652049889684649 mul x_2)))))))) add ((7.365559399117358 add (29.069731001052347 mul exp((-0.46870529906323793 mul (-2.596968526517832 add (0.8660380290873808 mul x_1)))))) add (((18.543448659554574 mul inv((4.268111241747025 add (-2.5977731433849534 add (0.8653460690874806 mul x_4))))) mul (12.75992352241644 add (-0.21695332644348217 mul (-2.602754172426907 add (0.8674992950759628 mul x_3))))) add (-12.03444060147716 add (90.09348673866852 mul inv((-0.9892049300375241 add (-0.16077942253164598 mul (-2.602754172426907 add (0.8674992950759628 mul x_3)))))))))))))))**3)),0.995759775,0,0,0,0,101,0.9957252,0,0,0,0,101,6,237
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),feynman_I_41_16,0,(0.0016194310549427686 add (((-0.0032339148883110385 add (((-0.0015572393899510586 add (7.32495105354384 mul inv((2.6015596257724765 add (-2.599167801838935 add (0.864713998986425 mul x_4)))))) mul (-0.3498808147504932 add (-0.13417101164364567 mul (-2.5964240213641645 add (0.8660211191670206 mul x_0))))))**2) mul ((-0.03028313506135196 add (0.024468017351301562 mul (-2.604121535215739 add (0.8669941612070219 mul x_2)))) sub ((-0.07071686493864768 add (-0.018851326943580302 mul (-2.5964240213641645 add (0.8660211191670206 mul x_0)))) sub ((-0.13031321886371744 add (-0.05125888908023574 mul (-2.5909634941446797 add (0.8660783670657287 mul x_1)))) mul (5.488516925542263 add (2.1448708816953297 mul (-2.599642604604008 add (0.8660003119630274 mul x_3)))))))) mul (-1.2792314745038609 add (0.006753595966222414 mul (-2.604121535215739 add (0.8669941612070219 mul x_2)))))),"add,0.0016194310549427686,mul,mul,add,-0.0032339148883110385,pow2,mul,add,-0.0015572393899510586,mul,7.32495105354384,inv,add,2.6015596257724765,add,-2.599167801838935,mul,0.864713998986425,x_4,add,-0.3498808147504932,mul,-0.13417101164364567,add,-2.5964240213641645,mul,0.8660211191670206,x_0,sub,add,-0.03028313506135196,mul,0.024468017351301562,add,-2.604121535215739,mul,0.8669941612070219,x_2,sub,add,-0.07071686493864768,mul,-0.018851326943580302,add,-2.5964240213641645,mul,0.8660211191670206,x_0,mul,add,-0.13031321886371744,mul,-0.05125888908023574,add,-2.5909634941446797,mul,0.8660783670657287,x_1,add,5.488516925542263,mul,2.1448708816953297,add,-2.599642604604008,mul,0.8660003119630274,x_3,add,-1.2792314745038609,mul,0.006753595966222414,add,-2.604121535215739,mul,0.8669941612070219,x_2",BFGS,344.2560263,(0.0016194310549427686 add (((-0.0032339148883110385 add (((-0.0015572393899510586 add (7.32495105354384 mul inv((2.6015596257724765 add (-2.599167801838935 add (0.864713998986425 mul x_4)))))) mul (-0.3498808147504932 add (-0.13417101164364567 mul (-2.5964240213641645 add (0.8660211191670206 mul x_0))))))**2) mul ((-0.03028313506135196 add (0.024468017351301562 mul (-2.604121535215739 add (0.8669941612070219 mul x_2)))) sub ((-0.07071686493864768 add (-0.018851326943580302 mul (-2.5964240213641645 add (0.8660211191670206 mul x_0)))) sub ((-0.13031321886371744 add (-0.05125888908023574 mul (-2.5909634941446797 add (0.8660783670657287 mul x_1)))) mul (5.488516925542263 add (2.1448708816953297 mul (-2.599642604604008 add (0.8660003119630274 mul x_3)))))))) mul (-1.2792314745038609 add (0.006753595966222414 mul (-2.604121535215739 add (0.8669941612070219 mul x_2)))))),0.999941347,0,0,0,1,77,0.999941866,0,0,0,1,77,5,169
mu_drift*q*Volt/d,feynman_I_43_16,0,((((1.624579345333451e-08 add inv((2.5962160439149162 add (-2.596216110264132 add (0.8651473927069983 mul x_3))))) mul (0.2004732207039534 add (0.07706703703533171 mul (-2.6012835952082964 add (0.8655231870101788 mul x_2))))) mul (1.9910015299727641 add (0.7690668981604548 mul (-2.5888534820947355 add (0.864418140849844 mul x_0))))) mul (58.40538687106265 add (22.547362170728565 mul (-2.59034239296036 add (0.8652845916346762 mul x_1))))),"mul,mul,mul,add,1.624579345333451e-08,inv,add,2.5962160439149162,add,-2.596216110264132,mul,0.8651473927069983,x_3,add,0.2004732207039534,mul,0.07706703703533171,add,-2.6012835952082964,mul,0.8655231870101788,x_2,add,1.9910015299727641,mul,0.7690668981604548,add,-2.5888534820947355,mul,0.864418140849844,x_0,add,58.40538687106265,mul,22.547362170728565,add,-2.59034239296036,mul,0.8652845916346762,x_1",BFGS,101.6516066,((((1.624579345333451e-08 add inv((2.5962160439149162 add (-2.596216110264132 add (0.8651473927069983 mul x_3))))) mul (0.2004732207039534 add (0.07706703703533171 mul (-2.6012835952082964 add (0.8655231870101788 mul x_2))))) mul (1.9910015299727641 add (0.7690668981604548 mul (-2.5888534820947355 add (0.864418140849844 mul x_0))))) mul (58.40538687106265 add (22.547362170728565 mul (-2.59034239296036 add (0.8652845916346762 mul x_1))))),1,1,1,1,1,40,1,1,1,1,1,40,4,83
mob*kb*T,feynman_I_43_31,0,(((2.5993249113192074 add (-2.5993249056086345 add (0.8655400520856429 mul x_2))) mul (-0.20480087973525202 add (-0.07881530781937121 mul (-2.5984911522784784 add (0.8655692160502734 mul x_1))))) mul (-50.812192459966646 add (-19.531309754464424 mul (-2.6015763052364944 add (0.8670997996153438 mul x_0))))),"mul,mul,add,2.5993249113192074,add,-2.5993249056086345,mul,0.8655400520856429,x_2,add,-0.20480087973525202,mul,-0.07881530781937121,add,-2.5984911522784784,mul,0.8655692160502734,x_1,add,-50.812192459966646,mul,-19.531309754464424,add,-2.6015763052364944,mul,0.8670997996153438,x_0",BFGS,43.87686157,(((2.5993249113192074 add (-2.5993249056086345 add (0.8655400520856429 mul x_2))) mul (-0.20480087973525202 add (-0.07881530781937121 mul (-2.5984911522784784 add (0.8655692160502734 mul x_1))))) mul (-50.812192459966646 add (-19.531309754464424 mul (-2.6015763052364944 add (0.8670997996153438 mul x_0))))),1,1,1,1,1,27,1,1,1,1,1,27,3,53
1/(gamma-1)*kb*v/A,feynman_I_43_43,0,(((-9.19101589867011e-07 add inv(((-0.012320942336811039 add (-0.004262843539037359 mul (-4.045861813322295 add (1.1555511113159334 mul x_0)))) mul (-1.9381235841996711 add (-0.7454624577159681 mul (-2.5998942799884137 add (0.8665235545187325 mul x_2))))))) mul (0.008921025185789086 add (0.0034348299818078368 mul (-2.5972246737814992 add (0.8658472868507695 mul x_1))))) mul (3.214570815827334 add (1.233393706827367 mul (-2.6062811780861024 add (0.867453954186956 mul x_3))))),"mul,mul,add,-9.19101589867011e-07,inv,mul,add,-0.012320942336811039,mul,-0.004262843539037359,add,-4.045861813322295,mul,1.1555511113159334,x_0,add,-1.9381235841996711,mul,-0.7454624577159681,add,-2.5998942799884137,mul,0.8665235545187325,x_2,add,0.008921025185789086,mul,0.0034348299818078368,add,-2.5972246737814992,mul,0.8658472868507695,x_1,add,3.214570815827334,mul,1.233393706827367,add,-2.6062811780861024,mul,0.867453954186956,x_3",BFGS,111.766252,(((-9.19101589867011e-07 add inv(((-0.012320942336811039 add (-0.004262843539037359 mul (-4.045861813322295 add (1.1555511113159334 mul x_0)))) mul (-1.9381235841996711 add (-0.7454624577159681 mul (-2.5998942799884137 add (0.8665235545187325 mul x_2))))))) mul (0.008921025185789086 add (0.0034348299818078368 mul (-2.5972246737814992 add (0.8658472868507695 mul x_1))))) mul (3.214570815827334 add (1.233393706827367 mul (-2.6062811780861024 add (0.867453954186956 mul x_3))))),1,1,1,1,1,42,1,1,1,1,1,42,4,91
n*kb*T*ln(V2/V1),feynman_I_44_4,0,((-0.1009661904431894 add (-0.03893039298720227 mul (-2.599338816418121 add (0.8666086828816807 mul x_2)))) mul (((137.17769483759147 add (((0.3023015297741893 add (-3.055381512380418 mul (-2.6022935178046587 add (0.8658980424067421 mul x_3)))) sub (-3.8023015194846894 add (0.26141355069774286 mul inv((-0.12582874552047857 add (-0.04839913503315104 mul (-2.6051891125853333 add (0.8686925470389036 mul x_4)))))))))**2) mul (((2.577690502741346 add (-2.6008616814234755 add (0.8673724481554708 mul x_0))) mul (0.12370335180844146 add (0.0478059657644518 mul (-2.5931525395542163 add (0.864571738362974 mul x_1))))) mul (0.026116998793264738 add (-0.0033973678168613265 mul (-2.6051891125853333 add (0.8686925470389036 mul x_4)))))) mul ((1.2839638982079677 add (-71.91304168840686 mul (-2.6051891125853333 add (0.8686925470389036 mul x_4)))) add (-0.81603610158487 add (72.94700009875383 mul (-2.6022935178046587 add (0.8658980424067421 mul x_3))))))),"mul,add,-0.1009661904431894,mul,-0.03893039298720227,add,-2.599338816418121,mul,0.8666086828816807,x_2,mul,mul,add,137.17769483759147,pow2,sub,add,0.3023015297741893,mul,-3.055381512380418,add,-2.6022935178046587,mul,0.8658980424067421,x_3,add,-3.8023015194846894,mul,0.26141355069774286,inv,add,-0.12582874552047857,mul,-0.04839913503315104,add,-2.6051891125853333,mul,0.8686925470389036,x_4,mul,mul,add,2.577690502741346,add,-2.6008616814234755,mul,0.8673724481554708,x_0,add,0.12370335180844146,mul,0.0478059657644518,add,-2.5931525395542163,mul,0.864571738362974,x_1,add,0.026116998793264738,mul,-0.0033973678168613265,add,-2.6051891125853333,mul,0.8686925470389036,x_4,add,add,1.2839638982079677,mul,-71.91304168840686,add,-2.6051891125853333,mul,0.8686925470389036,x_4,add,-0.81603610158487,mul,72.94700009875383,add,-2.6022935178046587,mul,0.8658980424067421,x_3",BFGS,351.9579954,((-0.1009661904431894 add (-0.03893039298720227 mul (-2.599338816418121 add (0.8666086828816807 mul x_2)))) mul (((137.17769483759147 add (((0.3023015297741893 add (-3.055381512380418 mul (-2.6022935178046587 add (0.8658980424067421 mul x_3)))) sub (-3.8023015194846894 add (0.26141355069774286 mul inv((-0.12582874552047857 add (-0.04839913503315104 mul (-2.6051891125853333 add (0.8686925470389036 mul x_4)))))))))**2) mul (((2.577690502741346 add (-2.6008616814234755 add (0.8673724481554708 mul x_0))) mul (0.12370335180844146 add (0.0478059657644518 mul (-2.5931525395542163 add (0.864571738362974 mul x_1))))) mul (0.026116998793264738 add (-0.0033973678168613265 mul (-2.6051891125853333 add (0.8686925470389036 mul x_4)))))) mul ((1.2839638982079677 add (-71.91304168840686 mul (-2.6051891125853333 add (0.8686925470389036 mul x_4)))) add (-0.81603610158487 add (72.94700009875383 mul (-2.6022935178046587 add (0.8658980424067421 mul x_3))))))),0.99939584,0,0,0,0,85,0.999408145,0,0,0,0,85,5,181
sqrt(gamma*pr/rho),feynman_I_47_23,0,((-3.367951508610973e-05 add (-0.07470845116061699 mul sqrt(((0.20172753228742699 add (0.07780013205442851 mul (-2.5986574242974845 add (0.8667559413714009 mul x_1)))) mul (0.22925004837232899 add (0.08827731744858784 mul (-2.5999345062209755 add (0.8661640445784972 mul x_0)))))))) mul (-39.999932521587894 add (-0.503199592331193 mul inv((0.007480075231021094 add (0.0023100898689369033 mul (-2.6032714528893814 add (0.8670793683597191 mul x_2)))))))),"mul,add,-3.367951508610973e-05,mul,-0.07470845116061699,sqrt,mul,add,0.20172753228742699,mul,0.07780013205442851,add,-2.5986574242974845,mul,0.8667559413714009,x_1,add,0.22925004837232899,mul,0.08827731744858784,add,-2.5999345062209755,mul,0.8661640445784972,x_0,add,-39.999932521587894,mul,-0.503199592331193,inv,add,0.007480075231021094,mul,0.0023100898689369033,add,-2.6032714528893814,mul,0.8670793683597191,x_2",BFGS,115.553309,((-3.367951508610973e-05 add (-0.07470845116061699 mul sqrt(((0.20172753228742699 add (0.07780013205442851 mul (-2.5986574242974845 add (0.8667559413714009 mul x_1)))) mul (0.22925004837232899 add (0.08827731744858784 mul (-2.5999345062209755 add (0.8661640445784972 mul x_0)))))))) mul (-39.999932521587894 add (-0.503199592331193 mul inv((0.007480075231021094 add (0.0023100898689369033 mul (-2.6032714528893814 add (0.8670793683597191 mul x_2)))))))),0.999954039,1,0,1,1,39,0.999953991,1,0,1,1,39,3,97
m*c**2/sqrt(1-v**2/c**2),feynman_I_48_2,0,((0.11218605634143833 add (0.04309426970887449 mul (-2.6032922910474907 add (0.8664799394302751 mul x_0)))) mul ((68.44224868312287 add (13.10960379086988 mul (-5.1946671602055705 add (3.4596685007483976 mul x_1)))) sub (21.617751316891752 add (-0.1006172053020306 mul ((105.35884054265644 add (33.19717800988457 mul (-3.2072034493828068 add (0.49350923803879587 mul x_2)))))**2)))),"mul,add,0.11218605634143833,mul,0.04309426970887449,add,-2.6032922910474907,mul,0.8664799394302751,x_0,sub,add,68.44224868312287,mul,13.10960379086988,add,-5.1946671602055705,mul,3.4596685007483976,x_1,add,21.617751316891752,mul,-0.1006172053020306,pow2,add,105.35884054265644,mul,33.19717800988457,add,-3.2072034493828068,mul,0.49350923803879587,x_2",BFGS,73.00022745,((0.11218605634143833 add (0.04309426970887449 mul (-2.6032922910474907 add (0.8664799394302751 mul x_0)))) mul ((68.44224868312287 add (13.10960379086988 mul (-5.1946671602055705 add (3.4596685007483976 mul x_1)))) sub (21.617751316891752 add (-0.1006172053020306 mul ((105.35884054265644 add (33.19717800988457 mul (-3.2072034493828068 add (0.49350923803879587 mul x_2)))))**2)))),0.999992926,1,0,1,1,34,0.99999324,1,0,1,1,34,3,79
x1*(cos(omega*t)+alpha*cos(omega*t)**2),feynman_I_50_26,0,((-0.3474940804082985 add (-0.09927928977298947 mul (-3.470659592038789 add (1.7367531242719316 mul x_0)))) mul (0.9443372414606831 add ((12.277371194079041 add (0.07809077134446271 mul (((29.910139473850236 add (111.75798618379585 mul cos(((-3.2238380706937058 add (-0.9316787096677944 mul (-3.457791082055434 add (1.7293572405258857 mul x_2)))) mul (1.2421421375502275 add (0.35806989720805016 mul (-3.4699153680816224 add (1.73326693585726 mul x_1)))))))) add (-0.06986052539722683 add (-7.863108541005237 mul (-3.465995891835948 add (1.7329281957589104 mul x_3))))))**2)) mul (0.010524854270603538 add (-3.294746621786647e-08 mul ((-821.6910097259291 add (-64.03845898463484 mul (-3.465995891835948 add (1.7329281957589104 mul x_3)))))**2))))),"mul,add,-0.3474940804082985,mul,-0.09927928977298947,add,-3.470659592038789,mul,1.7367531242719316,x_0,add,0.9443372414606831,mul,add,12.277371194079041,mul,0.07809077134446271,pow2,add,add,29.910139473850236,mul,111.75798618379585,cos,mul,add,-3.2238380706937058,mul,-0.9316787096677944,add,-3.457791082055434,mul,1.7293572405258857,x_2,add,1.2421421375502275,mul,0.35806989720805016,add,-3.4699153680816224,mul,1.73326693585726,x_1,add,-0.06986052539722683,mul,-7.863108541005237,add,-3.465995891835948,mul,1.7329281957589104,x_3,add,0.010524854270603538,mul,-3.294746621786647e-08,pow2,add,-821.6910097259291,mul,-64.03845898463484,add,-3.465995891835948,mul,1.7329281957589104,x_3",BFGS,300.972898,((-0.3474940804082985 add (-0.09927928977298947 mul (-3.470659592038789 add (1.7367531242719316 mul x_0)))) mul (0.9443372414606831 add ((12.277371194079041 add (0.07809077134446271 mul (((29.910139473850236 add (111.75798618379585 mul cos(((-3.2238380706937058 add (-0.9316787096677944 mul (-3.457791082055434 add (1.7293572405258857 mul x_2)))) mul (1.2421421375502275 add (0.35806989720805016 mul (-3.4699153680816224 add (1.73326693585726 mul x_1)))))))) add (-0.06986052539722683 add (-7.863108541005237 mul (-3.465995891835948 add (1.7329281957589104 mul x_3))))))**2)) mul (0.010524854270603538 add (-3.294746621786647e-08 mul ((-821.6910097259291 add (-64.03845898463484 mul (-3.465995891835948 add (1.7329281957589104 mul x_3)))))**2))))),0.996266944,0,0,0,0,66,0.996311369,0,0,0,0,66,4,163
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),feynman_I_6_2,0,((0.12014914104847858 add (-0.028903084775111054 mul (-3.468323361251325 add (1.7316069729195038 mul x_1)))) sub (((-2.899644849833405 add (-3.4650159970325265 add (1.7324405118765756 mul x_0))) mul (0.0018517307756895605 add (-0.0071444649268918485 mul (-3.4650159970325265 add (1.7324405118765756 mul x_0))))) mul (((-0.03998155006285226 add (-3.468323361251325 add (1.7316069729195038 mul x_1))) sub (-0.0700184499371473 add (0.5442422298457901 mul (-3.4650159970325265 add (1.7324405118765756 mul x_0))))) mul (-0.8939629108680309 add (0.257872592016373 mul (-3.468323361251325 add (1.7316069729195038 mul x_1))))))),"sub,add,0.12014914104847858,mul,-0.028903084775111054,add,-3.468323361251325,mul,1.7316069729195038,x_1,mul,mul,add,-2.899644849833405,add,-3.4650159970325265,mul,1.7324405118765756,x_0,add,0.0018517307756895605,mul,-0.0071444649268918485,add,-3.4650159970325265,mul,1.7324405118765756,x_0,mul,sub,add,-0.03998155006285226,add,-3.468323361251325,mul,1.7316069729195038,x_1,add,-0.0700184499371473,mul,0.5442422298457901,add,-3.4650159970325265,mul,1.7324405118765756,x_0,add,-0.8939629108680309,mul,0.257872592016373,add,-3.468323361251325,mul,1.7316069729195038,x_1",BFGS,105.2084787,((0.12014914104847858 add (-0.028903084775111054 mul (-3.468323361251325 add (1.7316069729195038 mul x_1)))) sub (((-2.899644849833405 add (-3.4650159970325265 add (1.7324405118765756 mul x_0))) mul (0.0018517307756895605 add (-0.0071444649268918485 mul (-3.4650159970325265 add (1.7324405118765756 mul x_0))))) mul (((-0.03998155006285226 add (-3.468323361251325 add (1.7316069729195038 mul x_1))) sub (-0.0700184499371473 add (0.5442422298457901 mul (-3.4650159970325265 add (1.7324405118765756 mul x_0))))) mul (-0.8939629108680309 add (0.257872592016373 mul (-3.468323361251325 add (1.7316069729195038 mul x_1))))))),0.996837187,1,0,0,1,55,0.996871918,1,0,0,1,55,2,105
exp(-theta**2/2)/sqrt(2*pi),feynman_I_6_2a,0,((-0.00169119442796817 add (0.13202833824302884 mul exp(((0.010132321644369389 add (0.0016913101464466319 mul (-3.4678240256550863 add (1.7321784429309304 mul x_0)))) mul (-89.99996656574267 add (-99.90002546621233 mul (-3.4678240256550863 add (1.7321784429309304 mul x_0)))))))) add (0.002408805572032244 add (-0.00035150480815435647 mul (-3.4678240256550863 add (1.7321784429309304 mul x_0))))),"add,add,-0.00169119442796817,mul,0.13202833824302884,exp,mul,add,0.010132321644369389,mul,0.0016913101464466319,add,-3.4678240256550863,mul,1.7321784429309304,x_0,add,-89.99996656574267,mul,-99.90002546621233,add,-3.4678240256550863,mul,1.7321784429309304,x_0,add,0.002408805572032244,mul,-0.00035150480815435647,add,-3.4678240256550863,mul,1.7321784429309304,x_0",BFGS,59.04537988,((-0.00169119442796817 add (0.13202833824302884 mul exp(((0.010132321644369389 add (0.0016913101464466319 mul (-3.4678240256550863 add (1.7321784429309304 mul x_0)))) mul (-89.99996656574267 add (-99.90002546621233 mul (-3.4678240256550863 add (1.7321784429309304 mul x_0)))))))) add (0.002408805572032244 add (-0.00035150480815435647 mul (-3.4678240256550863 add (1.7321784429309304 mul x_0))))),0.999999952,1,0,1,1,34,0.999999953,1,0,1,1,34,1,79
