formula,problem,target_noise,predicted_tree,predicted_tree_prefix,refinement_type,time,relabed_predicted_tree,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,input_dimension,num_evals
omega_0/(1-v/c),feynman_I_34_1,0,((0.04949869829052548 add ((1.4723198402099265 add (0.4572274055519238 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))) mul ((7.136521279270624e-08 add (-14.97247312697483 mul inv(((-90.03428552455811 add (-36.420321488599484 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))) sub (0.2342855251305941 add (-5.2141303218810355 mul (-5.179889665616272 add (3.4533943939342637 mul x_1)))))))) mul (15.991598914866106 add (6.135954289768593 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))))) add (-0.04950130093930886 add (-2.679156690847149e-06 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))),"add,add,0.04949869829052548,mul,add,1.4723198402099265,mul,0.4572274055519238,add,-3.2201024982595237,mul,0.4944065021209416,x_0,mul,add,7.136521279270624e-08,mul,-14.97247312697483,inv,sub,add,-90.03428552455811,mul,-36.420321488599484,add,-3.2201024982595237,mul,0.4944065021209416,x_0,add,0.2342855251305941,mul,-5.2141303218810355,add,-5.179889665616272,mul,3.4533943939342637,x_1,add,15.991598914866106,mul,6.135954289768593,add,-2.6062152550585154,mul,0.86703439253618,x_2,add,-0.04950130093930886,mul,-2.679156690847149e-06,add,-2.6062152550585154,mul,0.86703439253618,x_2",BFGS,297.9781456,((0.04949869829052548 add ((1.4723198402099265 add (0.4572274055519238 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))) mul ((7.136521279270624e-08 add (-14.97247312697483 mul inv(((-90.03428552455811 add (-36.420321488599484 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))) sub (0.2342855251305941 add (-5.2141303218810355 mul (-5.179889665616272 add (3.4533943939342637 mul x_1)))))))) mul (15.991598914866106 add (6.135954289768593 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))))) add (-0.04950130093930886 add (-2.679156690847149e-06 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))),1,1,1,1,1,56,1,1,1,1,1,56,3,127
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,feynman_I_34_14,0,((0.019932015747461833 add (-0.0042684227375502076 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))) add (((-0.07224504454569004 add inv(((-50.511275698528706 add (-18.458702242235493 mul (-3.2142128356151605 add (0.495347937550551 mul x_0)))) add (-0.6112756985383836 add (4.514147807311267 mul (-5.199057669610316 add (3.4637368557020336 mul x_1))))))) mul (0.434574446817373 add (0.16840890330034597 mul (-2.5937693205168735 add (0.8656677029132814 mul x_2))))) mul (-94.49809227313442 add (-2.7143730242770285 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))))),"add,add,0.019932015747461833,mul,-0.0042684227375502076,add,-5.199057669610316,mul,3.4637368557020336,x_1,mul,mul,add,-0.07224504454569004,inv,add,add,-50.511275698528706,mul,-18.458702242235493,add,-3.2142128356151605,mul,0.495347937550551,x_0,add,-0.6112756985383836,mul,4.514147807311267,add,-5.199057669610316,mul,3.4637368557020336,x_1,add,0.434574446817373,mul,0.16840890330034597,add,-2.5937693205168735,mul,0.8656677029132814,x_2,add,-94.49809227313442,mul,-2.7143730242770285,add,-5.199057669610316,mul,3.4637368557020336,x_1",BFGS,209.4116077,((0.019932015747461833 add (-0.0042684227375502076 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))) add (((-0.07224504454569004 add inv(((-50.511275698528706 add (-18.458702242235493 mul (-3.2142128356151605 add (0.495347937550551 mul x_0)))) add (-0.6112756985383836 add (4.514147807311267 mul (-5.199057669610316 add (3.4637368557020336 mul x_1))))))) mul (0.434574446817373 add (0.16840890330034597 mul (-2.5937693205168735 add (0.8656677029132814 mul x_2))))) mul (-94.49809227313442 add (-2.7143730242770285 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))))),0.999859336,1,0,1,1,52,0.999863767,1,0,1,1,52,3,111
(h/(2*pi))*omega,feynman_I_34_27,0,((0.020066176485230812 add (0.007695576112431808 mul (-2.6074950324208683 add (0.867996184354415 mul x_0)))) mul (71.41961358381516 add (27.54926049493166 mul (-2.5924330568553198 add (0.8648707952578674 mul x_1))))),"mul,add,0.020066176485230812,mul,0.007695576112431808,add,-2.6074950324208683,mul,0.867996184354415,x_0,add,71.41961358381516,mul,27.54926049493166,add,-2.5924330568553198,mul,0.8648707952578674,x_1",BFGS,38.56302547,((0.020066176485230812 add (0.007695576112431808 mul (-2.6074950324208683 add (0.867996184354415 mul x_0)))) mul (71.41961358381516 add (27.54926049493166 mul (-2.5924330568553198 add (0.8648707952578674 mul x_1))))),1,1,1,1,1,19,1,1,1,1,1,19,2,41
q*v*B/p,feynman_I_34_8,0,((-9.66015865363043e-10 add (8.027937150120037 mul inv((2.5973057793739365 add (-2.5973057791239818 add (0.864429066364498 mul x_3)))))) mul (((2.5989038685756007 add (-2.598903869510353 add (0.866927457132058 mul x_2))) mul (0.022882917458844177 add (0.00876181714761045 mul (-2.6116634339521054 add (0.8692316239197542 mul x_1))))) mul (48.861108798162036 add (18.810163459180227 mul (-2.5975908672256853 add (0.8670025339679623 mul x_0)))))),"mul,add,-9.66015865363043e-10,mul,8.027937150120037,inv,add,2.5973057793739365,add,-2.5973057791239818,mul,0.864429066364498,x_3,mul,mul,add,2.5989038685756007,add,-2.598903869510353,mul,0.866927457132058,x_2,add,0.022882917458844177,mul,0.00876181714761045,add,-2.6116634339521054,mul,0.8692316239197542,x_1,add,48.861108798162036,mul,18.810163459180227,add,-2.5975908672256853,mul,0.8670025339679623,x_0",BFGS,144.0648673,((-9.66015865363043e-10 add (8.027937150120037 mul inv((2.5973057793739365 add (-2.5973057791239818 add (0.864429066364498 mul x_3)))))) mul (((2.5989038685756007 add (-2.598903869510353 add (0.866927457132058 mul x_2))) mul (0.022882917458844177 add (0.00876181714761045 mul (-2.6116634339521054 add (0.8692316239197542 mul x_1))))) mul (48.861108798162036 add (18.810163459180227 mul (-2.5975908672256853 add (0.8670025339679623 mul x_0)))))),1,1,1,1,1,40,1,1,1,1,1,40,4,83
I1+I2+2*sqrt(I1*I2)*cos(delta),feynman_I_37_4,0,(-0.7502302813772582 add (0.14995639468091324 mul abs(((((4.896222042207079 add (-2.597902606499823 add (0.8676658527133604 mul x_0))) mul (-0.22966184592935415 add (-0.04602395949850546 mul (-2.593435283001956 add (0.8634130946857225 mul x_1))))) mul ((14.649244249219542 add (2.1989403912264174 mul (-2.593435283001956 add (0.8634130946857225 mul x_1)))) sub (-14.659244131139863 add (93.66137323576089 mul arctan((0.372960317827282 add (0.011165207467787002 mul ((0.5678450912086052 add (-4.959988299283215 mul (-2.604551082065325 add (0.8654388797381829 mul x_2)))))**2))))))) sub (-0.5220795272063447 add (-0.00012228210945315694 mul (((36.01167584207137 add (85.50815534233872 mul (-2.593435283001956 add (0.8634130946857225 mul x_1)))) add (36.00267570579828 add (-58.895716416354496 mul (-2.597902606499823 add (0.8676658527133604 mul x_0))))))**2)))))),"add,-0.7502302813772582,mul,0.14995639468091324,abs,sub,mul,mul,add,4.896222042207079,add,-2.597902606499823,mul,0.8676658527133604,x_0,add,-0.22966184592935415,mul,-0.04602395949850546,add,-2.593435283001956,mul,0.8634130946857225,x_1,sub,add,14.649244249219542,mul,2.1989403912264174,add,-2.593435283001956,mul,0.8634130946857225,x_1,add,-14.659244131139863,mul,93.66137323576089,arctan,add,0.372960317827282,mul,0.011165207467787002,pow2,add,0.5678450912086052,mul,-4.959988299283215,add,-2.604551082065325,mul,0.8654388797381829,x_2,add,-0.5220795272063447,mul,-0.00012228210945315694,pow2,add,add,36.01167584207137,mul,85.50815534233872,add,-2.593435283001956,mul,0.8634130946857225,x_1,add,36.00267570579828,mul,-58.895716416354496,add,-2.597902606499823,mul,0.8676658527133604,x_0",BFGS,526.8208869,(-0.7502302813772582 add (0.14995639468091324 mul abs(((((4.896222042207079 add (-2.597902606499823 add (0.8676658527133604 mul x_0))) mul (-0.22966184592935415 add (-0.04602395949850546 mul (-2.593435283001956 add (0.8634130946857225 mul x_1))))) mul ((14.649244249219542 add (2.1989403912264174 mul (-2.593435283001956 add (0.8634130946857225 mul x_1)))) sub (-14.659244131139863 add (93.66137323576089 mul arctan((0.372960317827282 add (0.011165207467787002 mul ((0.5678450912086052 add (-4.959988299283215 mul (-2.604551082065325 add (0.8654388797381829 mul x_2)))))**2))))))) sub (-0.5220795272063447 add (-0.00012228210945315694 mul (((36.01167584207137 add (85.50815534233872 mul (-2.593435283001956 add (0.8634130946857225 mul x_1)))) add (36.00267570579828 add (-58.895716416354496 mul (-2.597902606499823 add (0.8676658527133604 mul x_0))))))**2)))))),0.999172783,0,0,0,0,77,0.999183047,0,0,0,0,77,3,185
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),feynman_I_38_12,0,((-0.17798086784162706 add (-0.06866311112875755 mul (-2.5920885107332348 add (0.8646382780783136 mul x_3)))) mul (-5.138685075697274e-06 add (-0.21898567482181688 mul (((0.008283963900407606 add (0.003196718231567949 mul (-2.591397789653647 add (0.8657632260166134 mul x_2)))) mul (0.0015204751872443711 add (9.001526154620246 mul inv(((-4.716278199691782e-06 add (-0.9869158807852799 mul sqrt((2.597189237094965 add (-2.597192756481693 add (0.866209921461431 mul x_0)))))) mul (0.01644921921788401 add (0.006338526794618627 mul (-2.595114887925312 add (0.8647658159749241 mul x_1))))))))))**2))),"mul,add,-0.17798086784162706,mul,-0.06866311112875755,add,-2.5920885107332348,mul,0.8646382780783136,x_3,add,-5.138685075697274e-06,mul,-0.21898567482181688,pow2,mul,add,0.008283963900407606,mul,0.003196718231567949,add,-2.591397789653647,mul,0.8657632260166134,x_2,add,0.0015204751872443711,mul,9.001526154620246,inv,mul,add,-4.716278199691782e-06,mul,-0.9869158807852799,sqrt,add,2.597189237094965,add,-2.597192756481693,mul,0.866209921461431,x_0,add,0.01644921921788401,mul,0.006338526794618627,add,-2.595114887925312,mul,0.8647658159749241,x_1",BFGS,259.9398575,((-0.17798086784162706 add (-0.06866311112875755 mul (-2.5920885107332348 add (0.8646382780783136 mul x_3)))) mul (-5.138685075697274e-06 add (-0.21898567482181688 mul (((0.008283963900407606 add (0.003196718231567949 mul (-2.591397789653647 add (0.8657632260166134 mul x_2)))) mul (0.0015204751872443711 add (9.001526154620246 mul inv(((-4.716278199691782e-06 add (-0.9869158807852799 mul sqrt((2.597189237094965 add (-2.597192756481693 add (0.866209921461431 mul x_0)))))) mul (0.01644921921788401 add (0.006338526794618627 mul (-2.595114887925312 add (0.8647658159749241 mul x_1))))))))))**2))),1,1,1,1,1,52,1,1,1,1,1,52,4,127
3/2*pr*V,feynman_I_39_1,0,((0.200823721567227 add (0.07692606515889475 mul (-2.610606965942704 add (0.8688530235144653 mul x_0)))) mul (67.30498770559053 add (25.989951880363087 mul (-2.5896541867348852 add (0.8635071708014845 mul x_1))))),"mul,add,0.200823721567227,mul,0.07692606515889475,add,-2.610606965942704,mul,0.8688530235144653,x_0,add,67.30498770559053,mul,25.989951880363087,add,-2.5896541867348852,mul,0.8635071708014845,x_1",BFGS,33.82569718,((0.200823721567227 add (0.07692606515889475 mul (-2.610606965942704 add (0.8688530235144653 mul x_0)))) mul (67.30498770559053 add (25.989951880363087 mul (-2.5896541867348852 add (0.8635071708014845 mul x_1))))),1,1,1,1,1,19,1,1,1,1,1,19,2,41
1/(gamma-1)*pr*V,feynman_I_39_11,0,(((-2.146833046079844e-08 add inv((2.8824655384576836 add (-4.033990438979591 add (1.1515250978664964 mul x_0))))) mul (0.14754527216253976 add (0.056785084258436015 mul (-2.5983103276420585 add (0.8663196363373742 mul x_1))))) mul (70.17923393023794 add (26.99572492636082 mul (-2.599642553103913 add (0.8670937315278865 mul x_2))))),"mul,mul,add,-2.146833046079844e-08,inv,add,2.8824655384576836,add,-4.033990438979591,mul,1.1515250978664964,x_0,add,0.14754527216253976,mul,0.056785084258436015,add,-2.5983103276420585,mul,0.8663196363373742,x_1,add,70.17923393023794,mul,26.99572492636082,add,-2.599642553103913,mul,0.8670937315278865,x_2",BFGS,72.59810352,(((-2.146833046079844e-08 add inv((2.8824655384576836 add (-4.033990438979591 add (1.1515250978664964 mul x_0))))) mul (0.14754527216253976 add (0.056785084258436015 mul (-2.5983103276420585 add (0.8663196363373742 mul x_1))))) mul (70.17923393023794 add (26.99572492636082 mul (-2.599642553103913 add (0.8670937315278865 mul x_2))))),1,1,1,1,1,30,1,1,1,1,1,30,3,63
n*kb*T/V,feynman_I_39_22,0,(((2.0618618198977514e-10 add inv((2.598585987483127 add (-2.59858598883073 add (0.8655303337404334 mul x_2))))) mul ((0.02016025216282711 add (0.0077496641010765775 mul (-2.6014356107720245 add (0.8672183931065213 mul x_3)))) mul (15.043837284069932 add (5.789950220114695 mul (-2.5982671179381884 add (0.8655857416652579 mul x_1)))))) mul (77.0691742654456 add (29.644398659356032 mul (-2.5997887538251345 add (0.8668488229585086 mul x_0))))),"mul,mul,add,2.0618618198977514e-10,inv,add,2.598585987483127,add,-2.59858598883073,mul,0.8655303337404334,x_2,mul,add,0.02016025216282711,mul,0.0077496641010765775,add,-2.6014356107720245,mul,0.8672183931065213,x_3,add,15.043837284069932,mul,5.789950220114695,add,-2.5982671179381884,mul,0.8655857416652579,x_1,add,77.0691742654456,mul,29.644398659356032,add,-2.5997887538251345,mul,0.8668488229585086,x_0",BFGS,105.9557862,(((2.0618618198977514e-10 add inv((2.598585987483127 add (-2.59858598883073 add (0.8655303337404334 mul x_2))))) mul ((0.02016025216282711 add (0.0077496641010765775 mul (-2.6014356107720245 add (0.8672183931065213 mul x_3)))) mul (15.043837284069932 add (5.789950220114695 mul (-2.5982671179381884 add (0.8655857416652579 mul x_1)))))) mul (77.0691742654456 add (29.644398659356032 mul (-2.5997887538251345 add (0.8668488229585086 mul x_0))))),1,1,1,1,1,40,1,1,1,1,1,40,4,83
n_0*exp(-m*g*x/(kb*T)),feynman_I_40_1,0,(-0.005488233580727084 add (-0.0011678016209701707 mul ((-4.258861636758452 add (-9.016986300662309 mul arctan(((0.015749830098924934 add (0.005245955517614555 mul (-2.5919920804481578 add (0.8641962927640849 mul x_0)))) mul ((((0.2882702731067691 mul (-2.604383937855907 add (0.866563075188078 mul x_5))) mul (49.993306343770136 add (-9.958935244168476 mul (-2.604383937855907 add (0.866563075188078 mul x_5))))) add (-11.73444060141954 add (1.3970748179146952 mul exp((2.9957401507602954 add (-0.4820660181617765 mul (-2.596471997997546 add (0.8652049889684649 mul x_2)))))))) add ((7.365559399117358 add (29.069731001052347 mul exp((-0.46870529906323793 mul (-2.596968526517832 add (0.8660380290873808 mul x_1)))))) add (((18.543448659554574 mul inv((4.268111241747025 add (-2.5977731433849534 add (0.8653460690874806 mul x_4))))) mul (12.75992352241644 add (-0.21695332644348217 mul (-2.602754172426907 add (0.8674992950759628 mul x_3))))) add (-12.03444060147716 add (90.09348673866852 mul inv((-0.9892049300375241 add (-0.16077942253164598 mul (-2.602754172426907 add (0.8674992950759628 mul x_3)))))))))))))))**3)),"add,-0.005488233580727084,mul,-0.0011678016209701707,pow3,add,-4.258861636758452,mul,-9.016986300662309,arctan,mul,add,0.015749830098924934,mul,0.005245955517614555,add,-2.5919920804481578,mul,0.8641962927640849,x_0,add,add,mul,mul,0.2882702731067691,add,-2.604383937855907,mul,0.866563075188078,x_5,add,49.993306343770136,mul,-9.958935244168476,add,-2.604383937855907,mul,0.866563075188078,x_5,add,-11.73444060141954,mul,1.3970748179146952,exp,add,2.9957401507602954,mul,-0.4820660181617765,add,-2.596471997997546,mul,0.8652049889684649,x_2,add,add,7.365559399117358,mul,29.069731001052347,exp,mul,-0.46870529906323793,add,-2.596968526517832,mul,0.8660380290873808,x_1,add,mul,mul,18.543448659554574,inv,add,4.268111241747025,add,-2.5977731433849534,mul,0.8653460690874806,x_4,add,12.75992352241644,mul,-0.21695332644348217,add,-2.602754172426907,mul,0.8674992950759628,x_3,add,-12.03444060147716,mul,90.09348673866852,inv,add,-0.9892049300375241,mul,-0.16077942253164598,add,-2.602754172426907,mul,0.8674992950759628,x_3",BFGS,594.3341935,(-0.005488233580727084 add (-0.0011678016209701707 mul ((-4.258861636758452 add (-9.016986300662309 mul arctan(((0.015749830098924934 add (0.005245955517614555 mul (-2.5919920804481578 add (0.8641962927640849 mul x_0)))) mul ((((0.2882702731067691 mul (-2.604383937855907 add (0.866563075188078 mul x_5))) mul (49.993306343770136 add (-9.958935244168476 mul (-2.604383937855907 add (0.866563075188078 mul x_5))))) add (-11.73444060141954 add (1.3970748179146952 mul exp((2.9957401507602954 add (-0.4820660181617765 mul (-2.596471997997546 add (0.8652049889684649 mul x_2)))))))) add ((7.365559399117358 add (29.069731001052347 mul exp((-0.46870529906323793 mul (-2.596968526517832 add (0.8660380290873808 mul x_1)))))) add (((18.543448659554574 mul inv((4.268111241747025 add (-2.5977731433849534 add (0.8653460690874806 mul x_4))))) mul (12.75992352241644 add (-0.21695332644348217 mul (-2.602754172426907 add (0.8674992950759628 mul x_3))))) add (-12.03444060147716 add (90.09348673866852 mul inv((-0.9892049300375241 add (-0.16077942253164598 mul (-2.602754172426907 add (0.8674992950759628 mul x_3)))))))))))))))**3)),0.995759775,0,0,0,0,101,0.9957252,0,0,0,0,101,6,237
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),feynman_I_41_16,0,(0.0016194310549427686 add (((-0.0032339148883110385 add (((-0.0015572393899510586 add (7.32495105354384 mul inv((2.6015596257724765 add (-2.599167801838935 add (0.864713998986425 mul x_4)))))) mul (-0.3498808147504932 add (-0.13417101164364567 mul (-2.5964240213641645 add (0.8660211191670206 mul x_0))))))**2) mul ((-0.03028313506135196 add (0.024468017351301562 mul (-2.604121535215739 add (0.8669941612070219 mul x_2)))) sub ((-0.07071686493864768 add (-0.018851326943580302 mul (-2.5964240213641645 add (0.8660211191670206 mul x_0)))) sub ((-0.13031321886371744 add (-0.05125888908023574 mul (-2.5909634941446797 add (0.8660783670657287 mul x_1)))) mul (5.488516925542263 add (2.1448708816953297 mul (-2.599642604604008 add (0.8660003119630274 mul x_3)))))))) mul (-1.2792314745038609 add (0.006753595966222414 mul (-2.604121535215739 add (0.8669941612070219 mul x_2)))))),"add,0.0016194310549427686,mul,mul,add,-0.0032339148883110385,pow2,mul,add,-0.0015572393899510586,mul,7.32495105354384,inv,add,2.6015596257724765,add,-2.599167801838935,mul,0.864713998986425,x_4,add,-0.3498808147504932,mul,-0.13417101164364567,add,-2.5964240213641645,mul,0.8660211191670206,x_0,sub,add,-0.03028313506135196,mul,0.024468017351301562,add,-2.604121535215739,mul,0.8669941612070219,x_2,sub,add,-0.07071686493864768,mul,-0.018851326943580302,add,-2.5964240213641645,mul,0.8660211191670206,x_0,mul,add,-0.13031321886371744,mul,-0.05125888908023574,add,-2.5909634941446797,mul,0.8660783670657287,x_1,add,5.488516925542263,mul,2.1448708816953297,add,-2.599642604604008,mul,0.8660003119630274,x_3,add,-1.2792314745038609,mul,0.006753595966222414,add,-2.604121535215739,mul,0.8669941612070219,x_2",BFGS,344.2560263,(0.0016194310549427686 add (((-0.0032339148883110385 add (((-0.0015572393899510586 add (7.32495105354384 mul inv((2.6015596257724765 add (-2.599167801838935 add (0.864713998986425 mul x_4)))))) mul (-0.3498808147504932 add (-0.13417101164364567 mul (-2.5964240213641645 add (0.8660211191670206 mul x_0))))))**2) mul ((-0.03028313506135196 add (0.024468017351301562 mul (-2.604121535215739 add (0.8669941612070219 mul x_2)))) sub ((-0.07071686493864768 add (-0.018851326943580302 mul (-2.5964240213641645 add (0.8660211191670206 mul x_0)))) sub ((-0.13031321886371744 add (-0.05125888908023574 mul (-2.5909634941446797 add (0.8660783670657287 mul x_1)))) mul (5.488516925542263 add (2.1448708816953297 mul (-2.599642604604008 add (0.8660003119630274 mul x_3)))))))) mul (-1.2792314745038609 add (0.006753595966222414 mul (-2.604121535215739 add (0.8669941612070219 mul x_2)))))),0.999941347,0,0,0,1,77,0.999941866,0,0,0,1,77,5,169
mu_drift*q*Volt/d,feynman_I_43_16,0,((((1.624579345333451e-08 add inv((2.5962160439149162 add (-2.596216110264132 add (0.8651473927069983 mul x_3))))) mul (0.2004732207039534 add (0.07706703703533171 mul (-2.6012835952082964 add (0.8655231870101788 mul x_2))))) mul (1.9910015299727641 add (0.7690668981604548 mul (-2.5888534820947355 add (0.864418140849844 mul x_0))))) mul (58.40538687106265 add (22.547362170728565 mul (-2.59034239296036 add (0.8652845916346762 mul x_1))))),"mul,mul,mul,add,1.624579345333451e-08,inv,add,2.5962160439149162,add,-2.596216110264132,mul,0.8651473927069983,x_3,add,0.2004732207039534,mul,0.07706703703533171,add,-2.6012835952082964,mul,0.8655231870101788,x_2,add,1.9910015299727641,mul,0.7690668981604548,add,-2.5888534820947355,mul,0.864418140849844,x_0,add,58.40538687106265,mul,22.547362170728565,add,-2.59034239296036,mul,0.8652845916346762,x_1",BFGS,101.6516066,((((1.624579345333451e-08 add inv((2.5962160439149162 add (-2.596216110264132 add (0.8651473927069983 mul x_3))))) mul (0.2004732207039534 add (0.07706703703533171 mul (-2.6012835952082964 add (0.8655231870101788 mul x_2))))) mul (1.9910015299727641 add (0.7690668981604548 mul (-2.5888534820947355 add (0.864418140849844 mul x_0))))) mul (58.40538687106265 add (22.547362170728565 mul (-2.59034239296036 add (0.8652845916346762 mul x_1))))),1,1,1,1,1,40,1,1,1,1,1,40,4,83
